Pembangkit Listrik Tenaga Surya bagi Pembangunan Berkelanjutan;MASYITHAH AULIA ADHIEM', 'HARIYADI', 'SONY HENDRA PERMANA', 'BURHANUDIN MUKHAMAD FATURAHMAN ;Politic;Energi merupakan salah satu kebutuhan dasar yang harus dipenuhi. Energi dimanfaatkan untuk menjalankan berbagai peralatan yang membantu aktivitas manusia. Saat ini kebutuhan energi masih sangat bergantung kepada energi yang dihasilkan dari fosil, di mana ini merupakan energi yang tidak dapat diperbaharui. Selain itu penggunaan energi yang berasal dari fosil memberikan dampak pada terkurasnya sumber daya alam yang tidak bisa dipulihkan dan menimbulkan kerusakan lingkungan. Penggunaan energi fosil dapat meningkatkan gas karbon di udara yang menyebabkan terjadinya pemanasan global akibat dari efek rumah kaca sehingga akan meningkatkan suhu udara di bumi dan mengakibatkan adanya perubahan iklim yang ekstrem yang dapat mengganggu keberlangsungan hidup manusia. Oleh karena itu penggunaan energi bersih yang bersumber dari energi baru terbarukan (EBT) merupakan hal yang sangat penting untuk dikembangkan. Bahasan dalam buku ini memiliki alur cukup menarik, mulai dari pengembangan energi surya di Indonesia sebagai bagian dari EBT dengan potensi terbesar (47%) dari total potensi EBT nasional. Selanjutnya buku ini membahas bagaimana upaya percepatan pengembangan Pembangkit Listrik Tenaga Surya (PLTS). Disamping itu, buku ini juga melihat pentingnya PLTS Atap sebagai salah satu alternatif pemenuhan energi bersih bagi masyarakat. Kedaulatan energi dan mitigasi bencana menuju pembangunan berkelanjutan juga merupakan salah satu isu penting yang diulas secara baik dalam buku ini. Pada setiap tulisan, diuraikan secara jelas bagaimana energi surya memegang peranan kunci dalam mendukung pengembangan EBT. Dengan demikian pemanfaatan EBT dalam bauran energi nasional menjadi 23 persen di tahun 2025 dan meningkatkannya kembali menjadi 31 persen di tahun 2050 dapat terwujud. Pada kesempatan yang baik ini, saya sampaikan selamat kepada para peneliti yang dengan tekun dan inovatif telah menghasilkan karya tulis ilmiah (KTI) yang bermanfaat dalam meningkatkan pemahaman khususnya dalam isu EBT. Saya juga menyampaikan apresiasi dan terima kasih kepada Prof. Dr. Achmad Suryana yang telah mencurahkan pikiran dan waktunya dalam merancang tema, outline KTI, dan kegiatan editorial lainnya, sehingga buku ini layak untuk diterbitkan. Semoga invensi dan inovasi yang tersaji dalam buku ini bermanfaat bagi terciptanya kemajuan Indonesia dalam mengembangkan energi EBT yang handal.;;;;;;;;;;;;;;
Pendidikan Pancasila Untuk Perguruan Tinggi;Ketut Rindjin;Politic;"""Pancasila adalah pandangan hidup bangsa Indonesia dan dasar Negara Kesatuan Republik Indonesia, jadi sangat ideal apabila warga negara Indonesia memahami Pancasila, lalu mempraktikkannya dalam kehidupan pribadi, kehidupan bermasyarakat, maupun dalam dunia kerja. Proses pembelajaran pendidikan Pancasila pada dasarnya dilakukan secara berkelanjutan dari pendidikan dasar, menengah, sampai tinggi. Pada tingkat pendidikan tinggi, hal tersebut diperkuat oleh UU Pendidikan Tinggi No. 12/2012 tanggal 10 Agustus 2012 Pasar 35 ayat(3) yang menyebutkan bahwa kurikulum pendidikan tinggi tidak hanya wajib memuat mata kuliah Agama, Kewarganegaraan, dan Bahasa Indonesia, tetapi juga Pancasila. Buku ini memaparkan antara lain proses pertumbuhan nilai-nilai budaya bangsa hingga perumusan rancangan dasar negara secara runtut dan komprehensif, implementasi Pembukaan dan Pancasila dalam UUD 1945, kontroversi tentang penggali dan lahirnya Pancasila untuk menghindari kesalahan persepsi, dan dinamika kehidupan bernegara sejak Proklamasi hingga dewasa ini. Sebagai salah satu rujukan bagi mahasiswa maupun dosen mata kuliah Pancasila, buku ini dilengkapi dengan standar kompetensi pendidikan Pancasila, di mana tiap bab menyertakan kompetensi dasar serta indikator pencapaiannya.""";;;;;;;;;;;;;;
Humanisme dan Kapitalisme;Bernard Murchland;Politic;Kita terbiasa menyerang kapitalisme dari posisi kaum sosialis. Dan benar, kita kadang-kadang memiliki kesan bahwa satu-satunya fungsi mereka memang untuk menyerang kapitalisme. Namun kritikus humanis terhadap kapitalisme sebagian besar adalah kaum konservatif, bahkan sangat konservatif. Dengan demikian kita menyaksikan fenomena budaya komersial diserang dari dua sisi, baik oleh kaum kiri maupun kanan, meski sering kali kritisisme ini tampak sangat mirip. Kaum humanis konservatif dan sosialis memegang nilai-nilai pra-modern yang sama, bahkan sampai batas tertentu keduanya sama-sama reaksioner. Baik kaum konservatif maupun sosialis sama-sama menganggap diri mereka sebagai juru penerang, yang memiliki pengetahuan khusus yang memberi hak kepada mereka untuk menjalankan dan menentukan segala urusan. Dengan kata lain, baik kaum konservatif maupun sosialis sama-sama melihat negara liberal sebagai musuh, karena kapitalisme merupakan bagian integral dari negara liberal. Kritisisme mereka atas tatanan ini, menurut hemat saya, memiliki kelemahan besar karena kritik-kritik mereka sangat bergantung pada norma-norma atau ukuran-ukuran pra-modern. Bernard Murchland;;;;;;;;;;;;;;
Menuju kemandirian politik perempuan;Musda Mulia;Politic;Empowerment of women in politics in Indonesia.;;;;;;;;;;;;;;
All About...Cintahhh; Sri Nur Aminah Ngatimin;Psychology;All About...Cintahhh Penulis : Sri Nur Aminah Ngatimin Ukuran : 14 x 21 cm ISBN : 978-623-319-255-2 Terbit : Januari 2021 www.guepedia.com Sinopsis : Bahasa adalah mata air kehidupan. Ekspresi bahasa tidak hanya menjadi muatan penuh makna, namun mempunyai arti yang sangat mendalam untuk batin yang menyadari keindahan rasa. Pencapaian tujuan dari Penulis menuju ke para pembaca sangat tergantung kepada pemilihan kata dan teraturnya susunan kalimat di dalam setiap paragraf. Sejatinya, bahasa merupakan penghubung pikiran dan hati antara the sender and the receiver. Selusin kisah penuh makna di dalam mega market kehidupan tertuang secara gamblang dan mengalun indah seiring dengan perputaran waktu. Guratan molek nan syahdu karya Penulis disajikan hanya untuk para pembaca buku ini. Happy reading everyone. www.guepedia.com Email : guepedia@gmail.com WA di 081287602508 Happy shopping & reading Enjoy your day, guys;;;;;;;;;;;;;;
All Is Well;Moh Wahyu SyafiE€Eul Mubarok;Psychology;Masa depan selalu memantik keraguan. Apakah sesuai ekspektasi atau sekadar imajinasi. Berhasilkah kita sampai ke tujuan? Mari bayangkan kita tengah duduk di kursi pesawat. Tanpa mengenal pilotnya, kita percaya bahwa penerbangan akan sampai tujuan. Bukankah kita memiliki Allah Swt, sang sutradara kehidupan dengan sebaik-baik rencana yang sangat mengenal hamba-Nya? Maka, yang kita butuhkan adalah rasa percaya, bahwa segalanya akan baik-baik saja.;;;;;;;;;;;;;;
All About Cherry;Ms Ana;Psychology;All About Cherry PENULIS: Ms Ana Ukuran : 14 x 21 cm Tebal : 206 halaman ISBN : 978-623-7391-11-1 Terbit : Juli 2019 www.guepedia.com Sinopsis: Hari-hari Rai yang biasanya tenang dan biasa-biasa saja, seketika menjadi kacau balau ketika gadis incarannya, Miranda, juga ikut-ikutan memanggilnya playboy. Predikat itu memang bukan baru-baru saja dianugerahkan padanya. Tapi sebelumnya, gadis itu satu-satunya yang tidak pernah menyebutnya demikian. Ditambah lagi kasak-kusuk berisi pembicaraan miring seputar dirinya, membuat suasana sekolah bagaikan dalam neraka. Tentu saja itu terjadi bukan tanpa alasan. Tiga minggu lalu, seorang siswi kelas 2 bernama Sasha, mengajaknya nonton film di bioskop. Rai mau, tanpa tahu bahwa maksud Sasha adalah kencan. Rai dengan sembarangan mengajak siswi-siswi lain yang sudah dikenal sebagai fansnya untuk nonton bareng. Bahkan dia juga gegabah dengan melayangkan undangan khusus untuk sunshine after the rain-nya, Miranda. Sore itu harusnya bisa menjadi hari yang indah. Kalau saja Rai tidak seenaknya mengubah kencan menjadi acara acara nonton bareng yang dihadiri banyak anggota. Selain Sasha, muncul juga Pipit, Keke, Abel, juga kedua sahabatnya Banyu dan Alyssa. Harusnya indahE€¦ kalau saja semua gadis itu berdamai dan tidak saling berteriak di bioskop. Mereka saling berteriak satu sama lain, merasa jadi satu-satunya yang diundang Rai untuk kencan. AkhirnyaE€¦ diusir satpam. Semua pulang dengan menatapnya penuh amarah lalu mengakhiri adegan huru-hara tersebut dengan mengumpatinya dan pergi dari bioskop. Rai yang uring-uringan tentu membuat adiknya, Patricia, merasa iba. Gadis itu kesal sendiri ketika tahu bahwa ini soal Miranda, yang sudah ;;;;;;;;;;;;;;
All About Ayah Part 2;Maryati Marpaung, Ida Mund, Moes Subulussalam, Gafur Mangile, Rani Gitayati, dkk;Psychology;"All About Ayah Part 2 PENULIS: Maryati Marpaung, Ida Mund, Moes Subulussalam, Gafur Mangile, Rani Gitayati, dkk Ukuran : 14 x 21 cm ISBN : 978-623-270-022-2 Terbit : April 2020 www.guepedia.com Sinopsis: Seorang anak tidak bisa memilih siapa orang yang akan menjadi ayahnya. Namun seorang anak dapat memahami karakter Ayahnya ketika sudah berbicara, berbagi, mengalami pengalaman yang sama, dan sebagainya. Perbedaan ketika kebersamaan dengan ayah menjadi cerita yang menarik. Dalam cerpen ini terdapat beragam cerita tentang ayah yang bervariasi, sehingga menarik untuk disimak di cerita yang mana saat ini seorang ayah menjadi E€EAyahE€E bagi anaknya. Penulis Antologi Cerpen ""About Ayah"" Maryati Marpaung, Diah Ayu Qoiriah, Venus, Nor Laili Nabilah R., Dewi Nufri Hym, Ida Mund, Dewie Sudarsh, Wawan Anwar Musadat, Fitria handayani, Della A., Joy Rema Kamaruddin, Moes Subulussalam, Nova Risda Ramadani, Mawaddah AlE€EAdl, Gafur Mangile, Mutiara Indah Irawan, Ayu Lestari, Rani Gitayati, Keni Luwiski, Misri Yanti, Meydina Maulida, Dewi Sartika, Muhammad Samdani. www.guepedia.com Email : guepedia@gmail.com WA di 081287602508 Happy shopping & reading Enjoy your day, guysttny";;;;;;;;;;;;;;
All About Stories of Life;Hamasah Fanin;Psychology;All About Stories of Life Penulis : Hamasah Fanin Ukuran : 14 x 21 cm ISBN : 978-623-283-720-1 Terbit : Oktober 2020 www.guepedia.com Sinopsis : Kehidupan selalu punya banyak sisi dan pemahaman. Berjuta kisah berbeda siap menjadi pelengkap dalam bingkai perjuangan setiap insan. Seperti apa manusia dalam memaknai kehidupan? Bagaimana ia melalui setiap pahit manisnya kehidupan? Seberapa ia mampu bertarung dalam kemelut semesta? Banyak hal yang bisa kita ambil dalam setiap perjuangan ini. Jangan pernah sekalipun kita menyerah. Jika kita menyerah sekarang, bagaimana bisa akan mendapatkan kebahagiaan di masa mendatang? www.guepedia.com Email : guepedia@gmail.com WA di 081287602508 Happy shopping & reading Enjoy your day, guys;;;;;;;;;;;;;;
TOXIC All That Hurts Right;ISNA;Psychology;JUDUL BUKU : TOXIC All That Hurts Right PENULIS : ISNA NO. QRCBN : 62-39-7749-152 PENERBIT : GUEPEDIA TAHUN TERBIT : Juli 2023 JENIS BUKU : BUKU CERPEN, FIKSI KONDISI BUKU : BUKU BARU / BUKU ORIGINAL ASLI, LANGSUNG DARI PENERBITNYA Sinopsis : Ragil adalah seorang gadis desa yang rajin namun di balik itu semua ia adalah gadis yang penakut, sampai suatu saat ia bertemu dengan seseorang yang memperlakukannya dengan kasar dan semene mena, namun berkat kerja keras ia bisa terlepas dari orang tersebut, namun selang beberapa minggu ia bertemu lagi dengan seseorang, untuk kesekian kalinya ia salah mempercayai orang, dan akhirnya kejadian masa lalu pun ter ulang, ia tidak bisa menghindarinya, karna sampai kapanpun ragil adalah seorang yang penakut Sampai suatu saat ketika ia mulai bisa menjauh dari orang tersebut, datang seseorang yang membuatnya nyaman dan tidak merasakan ketakutan sama sekali, apakah orang tersebut tulus dengan ragil? atau hanya ingin memanfaatkannya..? Akankah ragil bisa melewati ini semua....? Apakah ia benar benar bisa menemukan teman sejati dalam kehidupannya...? www.guepedia.com Email : guepedia@gmail.com WA di 081287602508 Happy shopping & reading Enjoy your day, guys;;;;;;;;;;;;;;
All About Syrcumcition E€EDasar Sirkumsisi & Komunikasi Terapeutik bagi Tenaga KesehatanE€E; Ns. AHMAD ZAINAL ABIDIN,S.Kep,M.Kes & Ns.RENITA DWI SURYANI,S.Kep,CWCCA;Psychology;All About Syrcumcition E€EDasar Sirkumsisi & Komunikasi Terapeutik bagi Tenaga KesehatanE€E PENULIS: Ns. AHMAD ZAINAL ABIDIN,S.Kep,M.Kes & Ns.RENITA DWI SURYANI,S.Kep,CWCCA Ukuran : 14 x 21 cm ISBN : 978-623-281-799-9 Terbit : September 2020 www.guepedia.com Sinopsis: All About Syrcumcition E€EDasar Sirkumsisi & Komunikasi Terapeutik bagi Tenaga KesehatanE€E Buku ini disusun sebagai wujud dedikasi kami dalam dunia kesehatan, terkhusus keperawatan dengan pendekatan komunikasi serta seni dalam memberikan asuhan keperawatan yang tetap memperhatikan kaidah yang telah ada yakni penulis mencoba menyampaikan asuhan keperawatan dengan 3S (SDKI,SLKI & SIKI) pada pengelola;;;;;;;;;;;;;;
The Next HYPNO LEARNING For Success Teaching;Mr. Santosa;Psychology;Hypno Learning adalah tranformasi dari Hypnoteaching dimana teknik ini merupakan improvisasi dari sebuah metode pembelajaran yang menggunakan sugesti-sugesti positif untuk mencapai alam bawah sadar peserta Pendidikan, Pembelajaran dan Pelatihan (Dikjartih) dan Hypno Learning sebenarnya merupakan salah satu teknik yang menggabungkan antara ilmu Hypnosis, Komunikasi, Psikologi, dan Teknik pengajaran di kelas. Peran Profesi yang berkecimpung dalam dunia Dikjartih dituntut untuk mempunyai kemampuan dalam mengorganisir dinamika kelas. Kompetensi ini akan lebih banyak terlihat ketika dirinya menghadapi suasana pembelajaran yang penuh dengan dinamika yang bisa diprediksi dan juga tidak bisa diprediksi. Perpaduan antara kemampuan dan pengalaman akan menjadi modal utama dalam menghadapi situasi dalam proses pembelajaran dengan berbagai karakteristik peserta latih yang berbeda untuk setiap kelas pada setiap pelatihan.Teknik Aplikasi Hypno Learning ini diharapkan akan dapat menjadikan para pendidik semakin Hebat dan Dahsyat dalam mengajar dan bisa dijadikan salah satu solusi dalam penerapan pelaksanaan Dikjartih yang ada. Hypno Learning merupakan gabungan dari lima metode belajar mengajar, seperti quantum learning, accelerate learning, power teaching, Neuro Linguistic Programming (NLP) dan hypnosis dan dengan membaca buku ini anda secara otomatis akan mempelajari semua teknik diatas dengan sangat mudah dan sangat Dahsyattt.;;;;;;;;;;;;;;
In The End; All We Want is Just Peace;Dian Nafi;Psychology;In The End, All We Want is Just Peace Banyak orang bilang berlari mengejar kebahagian sebagai tujuan. Ada yang mengejar kekayaan, kesejahteraan, keberlimpahan. Tapi ternyata, pada akhirnya yang kita butuhkan adalah kedamaian. Berisi petikan dan percikan pemikiran serta cuitan-cuitan dian nafi di twitter yang merupakan ekstrak kontemplasinya, buku ini semoga memantik perbincangan lebih jauh dalam kepala kita.;;;;;;;;;;;;;
Atomic Habits: Perubahan Kecil yang memberikan hasil luar biasa;James Clear;Psychology;Orang mengira ketika Anda ingin mengubah hidup, Anda perlu memikirkan hal-hal besar. Namun pakar kebiasaan terkenal kelas dunia James Clear telah menemukan sebuah cara lain. Ia tahu bahwa perubahan nyata berasal dari efek gabungan ratusan keputusan kecilE€Edari mengerjakan dua push-up sehari, bangun lima menit lebih awal, sampai menahan sebentar hasrat untuk menelepon. Ia menyebut semua tadi atomic habits. Dalam buku terobosan ini, Clear pada hakikatnya mengungkapkan bagaimana perubaha;;;;;;;;;;;;;;
Berani Tidak Disukai;Ichiro Kishimi dan Fumitake Koga;Psychology;membaca buku ini bisa mengubah hidup anda. jutaan orang sudah menarik manfaat darinya. sekarang giliran anda. Berani Tidak Disukai, yang sudah terjual lebih dari 3,5 juta eksemplar, mengungkap rahasia mengeluarkan kekuatan terpendam yang memungkinkan Anda meraih kebahagiaan yang hakiki dan menjadi sosok yang Anda idam-idamkan. Apakah kebahagiaan adalah sesuatu yang Anda pilih? Berani Tidak Disukai menyajikan jawabannya secara sederhana dan langsung. Berdasarkan teori Alfred Adler, satu dari tiga psikolog terkemuka abad kesembilan belas selain Freud dan Jung, buku ini mengikuti percakapan yang menggugah antara seorang filsuf dan seorang pemuda. Dalam lima percakapan yang terjalin, sang filsuf membantu muridnya memahami bagaimana masing-masing dari kita mampu menentukan arah hidup kita, bebas dari belenggu trauma masa lalu dan beban ekspektasi orang lain. Buku yang kaya kebijaksanaan ini akan memandu Anda memahami konsep memaafkan diri sendiri, mencintai diri, dan menyingkirkan hal-hal yang tidak penting dari pikiran. Cara pikir yang membebaskan ini memungkinkan Anda membangun keberanian untuk mengubah dan mengabaikan batasan yang mungkin Anda berlakukan bagi diri Anda.;;;;;;;;;;;;;;
All Test;Agustin L.Spsi', 'Kinanthi Nur Izzah, S.Pd;Psychology;Psikotes, Tes Potensi Akademik (TPA), dan Tes Kemampuan Umum (TKU) sering diujikan sebagai seleksi calon karyawan. Saat ini, masuk Perguruan Tinggi Negeri pun menggunakan psikotes untuk menyeleksi calon mahasiswanya yang dipaket dalam tes SNM-PTN (Seleksi Nasional Masuk Perguruan Tinggi Negeri) atau PMDK (Penelusuran Minat Dan Kemampuan). Ketiga jenis tes tersebut dianggap sebagai momok yang menakutkan karena terkadang menjadi batu sandungan meraih impian. Sulitkah? Sebenarnya soal tes tersebut tidaklah sulit, apabila kita sudah memahami berbagai tipe soal dan sering berlatih. Selain ketiga jenis tes, buku ini juga dilengkapi dengan soal-soal yang sering diujikan dalam tes CPNS dan CD software yang berisi simulasi psikotes. Semoga dengan memahami pola soal dan rajin berlatih menjadi kunci keberhasilan meraih impian Anda. Tetap semangat dan sukses selalu! -Tangga Pustaka-;;;;;;;;;;;;;;
Against All Odds;Yussuf Solichien Martadiningrat;Psychology;Mencari rujukan kisah kehidupan sosok marinir profesional di era TNI modern saat ini: sulit dan langka. Inilah autobiografi perjalanan hidup dari seorang perwira remaja lulusan Akademi Angkatan Laut 1973 sampai menjadi Mayor Jenderal TNI Marinir 2006. Yussuf Solichien M., menuliskan sendiri kisah naik turun gelombang kehidupannya. Panglima nelayan yang ingin berbagi: jika ada kemauan, tidak ada yang tidak mungkin.;;;;;;;;;;;;;;
Ketika Aku Tak Tahu Apa yang Aku Inginkan;Jeon Seunghwan;Psychology;Apa yang benar-benar aku inginkan? Apakah aku sudah hidup dengan benar? Bagaimana aku harus menjalani hidup ke depannya? Kehidupan laksana rangkaian pertanyaan yang tiada berakhir. Menemukan jawabannya dengan kekuatan sendiri tidaklah mudah. E€¢ Mengapa hatiku selalu merasa sepi dan hampa? E€¢ Mengapa bertemu orang lain menjadi hal yang melelahkan? E€¢ Mengapa aku tidak merasa bahagia padahal sudah menjalani hidup dengan sebaik-baiknya? E€¢ Apakah hi;;;;;;;;;;;;;;
Berdamai dengan Emosi;Asti Musman;Psychology;E€¢ Ragam Emosi E€¢ Gangguan Emosi E€¢ Emosi dan Ekspresi Wajah E€¢ Emosi yang Terjebak dalam Tubuh E€¢ Efek Penekanan dan Menekan Emosi E€¢ Efek Pelampiasan atau Melampiaskan Emosi E€¢ Reaksi Emosional E€¢ Reaksi Fisik E€¢ Reaksi Sosial E€¢ Psikomatis E€¢ Emosi Memengaruhi Kesehatan Jiwa E€¢ Emosi Dapat Memengaruhi Berat Badan;;;;;;;;;;;;;;
Dear Tomorrow;Maudy Ayunda;Psychology;Guilty as charged. I am one of those people who adore witty quotes and phrases. I love being reminded by simple truths. I love how short statements can strike a chord in our minds and move us to do something. This book is a compilation of my experiences, thoughts, and conversations about myself, love, dreams, and life. All throughout this book, I curated takeaways-or things that I want to be reminded of in the future. If anything I write here can make you smile, then I've done what I set out to do with this book. [Mizan, Bentang Pustaka, Belia, Inspirasi, Pengembangan diri, Motivasi, Maudy Ayunda, Remaja, Indonesia];;;;;;;;;;;;;;
You Do You: Discovering Life through Experiments & Self-Awareness;Fellexandro Ruby;Psychology;ƒûMas, gimana kalau passion gue belum menghasilkan?ƒû ƒûMas, apakah lebih baik jadi generalis atau spesialis?ƒû ƒûMas, gue pengin bisa ganti haluan karier di bidang yang lain, bisakah? ƒûMas, gue lagi di tengah-tengah quarter-life crisis. Help me.ƒû ƒûMas, gue bingung ikigai gue apa.ƒû ƒûMas, emang di usia 30 nanti, secara finansial gue udah mesti punya apa aja?ƒû ƒûMas, berbagi dong proses lo menuju ke Rp1M pertama.ƒû I feel you. Gue juga pernah mengalami keresahan yang sama. Faktanya, satu dekade pertama dalam perjalanan karier gue dihabiskan untuk bereksperimen dengan sembilan macam role yang berbeda, sampai akhirnya gue menemukan ikigai. Sales, petugas lelang, operator alat berat, travel blogger, food photographer, penyanyi, social media manager, product manager di sebuah tech startup, sampai pengusaha pernah gue jalani. Menariknya, semua kegalauan dan pencarian itu mulai terjawab dengan sendirinya ketika gue bisa menjawab pertanyaan: ƒûWho are you?ƒû Ketika gue mengenal diri sendiri, maka pada titik itulah gue menemukan jawaban bahwa ÃEyour life (career, business, relationship, and finance) should be an extension of who you areÃE. Buku ini nggak ngasih jawaban langsung, tapi ngebantu merefleksi diri, melihat ke dalam, mengurai situasi, supaya lo bisa menemukan sendiri jawaban, kapan pun lo bertemu dengan persimpangan.;;;;;;;;;;;;;;
Jangan Membuat Masalah Kecil Jadi Masalah Besar;Richard Carlson;Psychology;Banyak hal dalam hidup ini yang sebenarnya hanya masalah kecil, tapi kita memperlakukannya sebagai masalah besar. Sebenarnya, dengan membentuk perspektif baru bahwa masalah-masalah itu memang kecil, kita akan mempunyai lebih banyak waktu untuk memikirkan hal-hal yang benar-benar merupakan masalah besar. Dengan gaya tulisan yang mudah dipahami, buku ini menyajikan cara-cara membentuk perspektif yang lebih positif tersebut sehingga kita akan belajar untuk berdamai dengan diri sendiri dan lebih peduli. Hidup kita akan lebih terfokus pada masa kini, hubungan kita dengan orang lain akan menjadi lebih baik, dan batin kita akan menjadi lebih tenang.;;;;;;;;;;;;;;
Nlp for change;Danang Setyo Budi Baskoro, M.Psi, Psikolog;Psychology;NLP (Neuro-Linguistic Programming) For Change. ;;;;;;;;;;;;;;
Komunikasi Dahsyat dengan Hipnosis;Andrie Setiawan, SPd, MM, CHt;Psychology;-VisiMedia-;;;;;;;;;;;;;;
Shoot;B. S. Wibowo;Psychology;On self-management.;;;;;;;;;;;;;;
Mubahalah;Ahmad Hariadi;Religion;Author's account on Ahmadijah Qadian, a fundamentalist Islamic sect banned in Indonesia.;;;;;;;;;;;;;;
MENUJU ISLAM MODERAT;Haris, Muhammad, at.all;Religion;Islam moderat atau Islam wasathiy atau wasathiyyah al-Islam adalah merupakan sifat lazimah yang melekat pada Islam, bukan sesuatu yang ditempelkan atau terpisah kemudian disambungkan ke Islam. Oleh karena itu, antara Islam dan wasathiyyah (moderat) itu sesuatu yang melekat, tertancap (embedeb), oleh karenanya kita tidak bisa mengambil mafhum mukhalafah (pengertian sebaliknya) dari kalimat ini. Misalnya ada Islam moderat berarti ada Islam yang tak moderat. Karena begitu sifat moderat ini hilang, maka sebenarnya Islam sudah kehilangan jati dirinya sebagai Islam. Wasathiyyah Islam ini seyogyanya mewarnai segala aspek keberislaman. Dimensi keberislaman idealnya selalu menampilkan wajah yang moderat. Yaitu pada aspek akidah, aspek akhlak tasawwufnya, aspek muamalahnya, dan aspek manhajnya (pola pikirnya). Keempat dimensi ini haruslah senantiasa mencerminkan ajaran dan impementasi ajaran yang moderat.;;;;;;;;;;;;;;
Islam dan realitas sosial di mata intelektual Muslim Indonesia;Amir Mahmud;Religion;Thoughts of Indonesian Muslim intellectuals on Islam and social conditions in Indonesia.;;;;;;;;;;;;;;
Keluarga Muslim dalam masyarakat modern;Jalaluddin Rakhmat;Religion;Effects of modern society to Muslim family lives in Indonesia;;;;;;;;;;;;;;
Islam universal;Nurcholish Majid;Religion;Issue on Islamic universalism in Indonesia;;;;;;;;;;;;;;
Islam; globalisasi & kontra terorisme;Juhaya S. Praja;Religion;Growth of Islam and Muslim movements in the United States after September 11, 2001 tragedy from an Indonesian Muslim viewpoint.;;;;;;;;;;;;;
Paradigma baru pembelajaran keagamaan di madrasah ibtidaiyah;Alminiati;Religion;Essays on religious learning in Islamic elementary school in Indonesia.;;;;;;;;;;;;;;
All About Money;Benny Santoso, ST.,M.Com', 'Wiyono Pontjoharyo;Religion;Suatu penelitian yang dikutip oleh Dr. Mike Murdock pada bukunya E€E31Alasan Orang tidak menerima Tuaian Keuangan MerekaE€E menyatakan bahwa 40% dari kebangkrutan di Amerika Serikat melibatkan orang-orang Kristen yang lahir baru. Artinya banyak orang Kristen yang lahir baru kurang memahami rencana Tuhan bagi kehidupan keuangan mereka. Ini suatu ironi buat kita yang sering memproklamasikan Tuhan kita sanggup mencukupi semua kebutuhan kita.;;;;;;;;;;;;;;
Beginning with Moses and all the prophets;Andar Ismail;Religion;Festschrift in honor of Arie de Kuiper, a Dutch theologian in Indonesia.;;;;;;;;;;;;;;
All About Ramadhan;Rosidin;Religion;Mengulas seluk beluk Ramadhan, baik terkait ibadah, doa, fikih puasa, hingga budaya khas Indonesia di bulan suci. Direkomendasikan sebagai buku panduan pesantren Ramadhan atau Pondok Ramadhan untuk kalangan siswa maupun santri kategori usia anak-anak dan remaja.;;;;;;;;;;;;;;
All about Vision;Nelson Adu;Religion;Setiap orang, berapa pun usianya, pasti ingin mewujudkan impian menjadi kenyataan. Namun, tidak semua orang berhasil melakukannya. Banyak faktor penghalang yang bisa menggagalkan usaha kita untuk menggapai hal tersebut. Salah satunya adalah tidak adanya kejelasan visi. Visi adalah hal mutlak yang harus dimiliki oleh seseorang agar dapat mewujudkan impiannya. Namun, apakah sebenarnya visi itu? Mengapa visi bisa membantu kita mewujudkan impian? Bagaimana kita bisa memiliki visi yang sesuai dengan kehendak Tuhan? Jika Anda ingin mengetahui lebih jauh tentang hal tersebut, Al About Vision karya Pdm. Nelson Adu ini wajib Anda baca. Selain memberikan pemahaman yang mendalam tentang visi, buku ini juga disertai dengan kesaksian beberapa orang yang telah berhasil mewujudkan impian mereka. Biarkan pengertian visi tinggal dalam hati Anda dan hidupkanlah visi Tuhan dalam menggapai impian Anda. Izinkan hal tersebut bekerja dan menuntun langkah kehidupan Anda menuju masa depan yang penuh harapan.;;;;;;;;;;;;;;
Guard Your Heart With All Vigilance;Ramona Napitupulu, S.S;Religion;"Tuhan Yesus tidak suka dengan orang yang kelihatan saleh dan beribadah tetapi hati dan pikirannya dipenuhi dengan hal-hal yang kotor dan najis. Apa yang ada dalam hati dan pikiran kita dipengaruhi oleh stimulasi apa yang yang ditangkap oleh kelima panca indera kita. Pakar psikologi Prof Kwartarini Wahyu Yuniarti mengatakan ""Kalau memberi makanan untuk tubuh menggunakan mulut. Kalau mind (pikiran) gerbangnya lebih luas lagi, tidak hanya mulut melainkan juga melalui semua indera yang ada di dalam diri kita,"" dengan kata lain beliau mengatakan bahwa pikiran kita E€Ediberi makanE€E oleh kelima panca indera kita, apa yang kita lihat, dengar, rasa, dsb. Firman Tuhan ini menyatakan agar kita menjaga hati dengan segala kewaspadaan. Tuhan memandang bahwa menjaga hati bukanlah hal yang mudah. Diperlukan aksi, usaha, kewaspadaan, kehati-hatian, dan ketekunan untuk melakukannya.";;;;;;;;;;;;;;
